Date,ASIANPAINT.NS,AXISBANK.NS,BAJFINANCE.NS,BHARTIARTL.NS,HCLTECH.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBIN.NS,SUNPHARMA.NS,TCS.NS,TITAN.NS,ULTRACEMCO.NS,WIPRO.NS
2025-04-04,2330.87353515625,1090.3681640625,866.5380249023438,1728.9957275390625,1373.9508056640625,896.5316162109375,2203.866943359375,1325.07568359375,1409.92431640625,394.0299072265625,425.89898681640625,3230.025634765625,2575.85546875,11359.056640625,1120.2906494140625,341.39031982421875,214.40536499023438,284.598388671875,1199.9075927734375,752.34326171875,1692.7457275390625,3189.184326171875,3066.969970703125,11426.22265625,235.46958923339844
2025-04-07,2316.330810546875,1047.0550537109375,851.5455322265625,1672.666748046875,1327.576171875,867.1289672851562,2208.62890625,1277.6912841796875,1356.602294921875,390.51947021484375,407.10064697265625,3040.146484375,2471.39453125,11208.4365234375,1113.7783203125,340.8057556152344,208.55218505859375,280.24078369140625,1161.062744140625,732.1978149414062,1650.1634521484375,3164.68115234375,3013.132080078125,11121.1064453125,232.21908569335938
2025-04-08,2368.615966796875,1076.9295654296875,876.8145751953125,1706.1368408203125,1355.8358154296875,872.7777099609375,2247.7568359375,1289.9466552734375,1387.7310791015625,396.7708740234375,410.556640625,3131.89111328125,2503.536376953125,11336.2041015625,1126.8525390625,343.8747863769531,215.02200317382812,279.8050537109375,1177.4971923828125,753.4706420898438,1671.9498291015625,3182.949951171875,3112.931884765625,11199.4599609375,236.37782287597656
2025-04-09,2385.384765625,1060.7435302734375,868.22265625,1701.3271484375,1333.2762451171875,870.7303466796875,2307.405517578125,1290.83984375,1363.3524169921875,400.37744140625,410.0672302246094,3025.92919921875,2502.990966796875,11334.720703125,1161.2464599609375,340.3673400878906,210.5443572998047,284.1142272949219,1180.6346435546875,727.59033203125,1636.15087890625,3138.148193359375,3164.6259765625,11325.2626953125,226.24392700195312
2025-04-11,2368.0224609375,1068.0372314453125,886.6389770507812,1742.0367431640625,1343.4691162109375,891.3269653320312,2323.2626953125,1301.606689453125,1368.9371337890625,405.4266052246094,421.75372314453125,3087.158203125,2559.78466796875,11474.8525390625,1169.4425048828125,350.8409118652344,218.54150390625,294.4755554199219,1214.1009521484375,739.0109252929688,1671.1575927734375,3123.552734375,3225.19384765625,11430.197265625,229.20761108398438
2025-04-15,2389.88623046875,1111.849853515625,908.494140625,1783.886962890625,1378.201904296875,920.01416015625,2318.697265625,1339.8614501953125,1385.011474609375,404.32061767578125,423.5516662597656,3227.499267578125,2624.911376953125,11728.0625,1172.6614990234375,353.17919921875,220.7423858642578,294.91131591796875,1235.1668701171875,748.4710083007812,1688.43798828125,3139.694580078125,3263.578369140625,11645.1845703125,233.27073669433594
2025-04-16,2433.61376953125,1160.3084716796875,900.0960083007812,1807.489501953125,1383.2257080078125,926.476806640625,2323.704833984375,1346.0140380859375,1372.482177734375,408.2157287597656,424.19091796875,3197.87548828125,2613.602294921875,11539.107421875,1180.2880859375,350.06146240234375,228.8343963623047,296.0733337402344,1234.3701171875,756.5586547851562,1676.653564453125,3164.439697265625,3262.282470703125,11654.1279296875,236.76022338867188
2025-04-17,2441.528076171875,1189.783203125,910.6309204101562,1873.438232421875,1389.3123779296875,940.6353759765625,2331.95263671875,1395.9288330078125,1378.6983642578125,410.90863037109375,437.11602783203125,3217.29443359375,2658.044921875,11569.775390625,1196.7794189453125,354.640625,230.9878692626953,299.220458984375,1269.4300537109375,781.7527465820312,1734.486328125,3188.701171875,3317.51611328125,11826.0380859375,226.48292541503906
2025-04-21,2418.873046875,1221.9556884765625,921.662841796875,1867.7855224609375,1431.82275390625,950.6994018554688,2308.387451171875,1399.0052490234375,1409.29296875,406.67694091796875,447.7637634277344,3250.187744140625,2741.970703125,11619.240234375,1188.2613525390625,355.1764831542969,236.95489501953125,309.872314453125,1290.346435546875,800.6238403320312,1727.9505615234375,3210.64306640625,3326.09033203125,11858.830078125,227.9647674560547
2025-04-22,2406.011962890625,1215.760986328125,920.370849609375,1836.8441162109375,1429.7939453125,967.7686767578125,2355.22314453125,1405.6539306640625,1381.903564453125,417.0157775878906,453.2374572753906,3227.697509765625,2794.647705078125,11608.3583984375,1192.173828125,350.987060546875,235.05758666992188,302.6580810546875,1286.0635986328125,806.211669921875,1730.42626953125,3203.683349609375,3327.38623046875,11883.6728515625,223.85385131835938
2025-04-23,2426.88671875,1205.8695068359375,926.5824584960938,1866.0003662109375,1540.03076171875,949.1207885742188,2379.8681640625,1413.493408203125,1432.5059814453125,414.3709411621094,444.8870544433594,3270.498291015625,2894.545166015625,11779.505859375,1205.0992431640625,354.44580078125,239.22218322753906,304.982177734375,1294.82861328125,797.4378051757812,1771.424072265625,3298.98974609375,3347.2265625,11873.736328125,232.88832092285156
2025-04-24,2438.065673828125,1206.0692138671875,924.39599609375,1830.298828125,1532.9779052734375,945.6181030273438,2283.1533203125,1391.95947265625,1429.1065673828125,413.60150146484375,444.0879821777344,3270.10205078125,2878.275634765625,11766.6455078125,1205.0001220703125,353.8612365722656,236.56593322753906,304.4495849609375,1296.4222412109375,797.3887939453125,1786.37744140625,3287.970458984375,3372.450927734375,12082.4130859375,232.07568359375
2025-04-25,2405.6162109375,1165.30419921875,905.6119384765625,1802.13427734375,1524.765625,942.8554077148438,2289.92822265625,1394.04345703125,1437.653564453125,411.4375915527344,440.3722839355469,3241.865478515625,2841.3720703125,11572.744140625,1195.244140625,347.2847595214844,233.68203735351562,296.7995910644531,1295.22705078125,782.9291381835938,1770.0377197265625,3332.820556640625,3355.102783203125,12159.921875,230.30703735351562
2025-04-28,2425.99609375,1191.781494140625,903.7235717773438,1806.6962890625,1514.11328125,947.29541015625,2276.574951171875,1417.8597412109375,1439.4989013671875,412.3993225097656,444.6073913574219,3296.55517578125,2907.2431640625,11719.1591796875,1191.5299072265625,352.2049255371094,237.73280334472656,298.7846984863281,1363.35498046875,801.260986328125,1823.711181640625,3328.470703125,3358.9912109375,12037.6962890625,229.9246368408203
2025-04-29,2424.907958984375,1186.2862548828125,903.7235717773438,1808.6796875,1533.36572265625,941.6715087890625,2279.618408203125,1418.85205078125,1454.456298828125,409.7064208984375,440.49212646484375,3291.6015625,2886.410400390625,11714.212890625,1182.3680419921875,347.77191162109375,233.06539916992188,293.3619689941406,1394.1319580078125,796.5554809570312,1787.9617919921875,3356.502197265625,3368.462890625,11794.240234375,230.78504943847656
2025-04-30,2399.779296875,1183.9881591796875,858.15478515625,1849.042236328125,1531.89990234375,949.6633911132812,2299.64892578125,1416.073486328125,1456.9815673828125,409.5140686035156,441.1114196777344,3310.128662109375,2905.45751953125,12125.7578125,1182.7147216796875,345.4336242675781,231.8985595703125,297.71954345703125,1399.410888671875,773.1259765625,1814.5015869140625,3338.329833984375,3369.559326171875,11567.67578125,230.8806610107422
